,Lexical item,Level,Topic 1,Subtopic 1,Lemma,Count,Total,Frequency,TFIDF,Tree,Context words,Context count per word,Context count,Context total,Context frequency,Context TFIDF,Context Tree
1856,Hermano,A1-A2,Individuo y relaciones personales,Familia,[['hermano']],11,35991,0.0003056319635464422,0.0004618324666938215,"(3, 11, 6.0, 2, 5, 3.1818181818181817)","{'venir', 'dos', 'yo', 'ahora', 'sigmund', 'jardín', 'coger', 'su', 'ese', 'de', 'ojo', 'suerte', 'él', 'tu', 'estar', 'después', 'hacer', 'mirar', 'y', 'hasta', 'allí', 'pues', 'llevar', 'mi', 'pequeño', 'a', 'plan', 'matar', 'decir', 'mayor', 'el'}","[29, 73, 343, 85, 1, 6, 49, 173, 143, 914, 30, 15, 784, 17, 389, 45, 110, 113, 767, 31, 49, 22, 47, 69, 39, 669, 6, 5, 266, 9, 1407]",216.29032258064515,35991,0.006009566907855996,0.004442154835813704,"(2.2580645161290325, 14.870967741935484, 5.653511924155487, 1.3225806451612903, 7.419354838709677, 3.3043298408807207)"
1857,Hervido,B1,Alimentación,"Alimentación sana / menús, platos, recetas",[['hervido']],0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
1858,Hervir,B1,Alimentación,"Alimentación sana / menús, platos, recetas",[['hervir']],0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
1859,Heterogéneo,B2,Artes,Artes plásticas,[['heterogéneo']],0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
1860,Hidratación,B2,Salud y cuidados personales,Higiene y belleza,[['hidratación']],0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
1861,Hidratos de carbono,B1,Alimentación,"Alimentación sana / menús, platos, recetas","[['hidrato', 'de', 'carbono']]",0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
1862,Hidrógeno,B2,Ciencia y tecnología,Ciencia y tecnología,[['hidrógeno']],0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
1863,Hidromasaje,B2,Salud y cuidados personales,Higiene y belleza,[['hidromasaje']],0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
1864,Hielo,A1-A2,Geografía y naturaleza,Fenómenos atmosféricos,[['hielo']],1,35991,2.778472395876747e-05,3.519356462622336e-05,"(4, 4, 4.0, 4, 4, 4.0)","{'dos', 'con', 'café'}","[73, 192, 29]",98.0,35991,0.002722902947959212,0.0030515906619926745,"(2.6666666666666665, 19.666666666666668, 6.498322934708445, 1.3333333333333333, 8, 3.6161759302996903)"
1865,Hierba,B1,Geografía y naturaleza,En el campo,[['hierba']],0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
1866,Hierro,B2,Alimentación,Alimentación nutritiva,[['hierro']],0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
1867,Hígado,B2,Individuo y relaciones personales,Sensaciones y percepciones,[['hígado']],0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
1868,Hijo,A1-A2,Individuo y relaciones personales,Familia,[['hijo']],6,35991,0.0001667083437526048,0.0004023745785866385,"(3, 8, 5.166666666666667, 2, 5, 3.1666666666666665)","{'con', 'ser', 'aquí', 'antonio', 'su', 'dos', 'este', 'mi', 'sebastian', 'a', 'yo', 'decir', 'uno', 'carmela', 'como'}","[192, 552, 73, 58, 173, 73, 132, 69, 1, 669, 343, 266, 684, 11, 35]",222.06666666666666,35991,0.006170061033776963,0.0053927704031955,"(2.8, 17.6, 6.185421695368173, 1.2666666666666666, 8.333333333333334, 3.296956808201083)"
1869,Hijo adoptivo,B2,Individuo y relaciones personales,Relaciones familiares,"[['hijo', 'adoptivo']]",0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
1870,Hijo único,A1-A2,Individuo y relaciones personales,Familia,"[['hijo', 'único']]",0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
1871,Hijos adoptivos,B1,Individuo y relaciones personales,Relaciones personales,"[['hijos', 'adoptivo']]",0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
1872,Hipertensión,B2,Salud y cuidados personales,Salud y enfermedad,[['hipertensión']],0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
1873,Hipoteca,B1,Vivienda,Vivienda,[['hipoteca']],0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
1874,Hipoteca,B2,Economía,Economía y finanzas,[['hipoteca']],0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
1875,Hipoteca,B2,Vivienda,La vivienda,[['hipoteca']],0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
1876,Hipoteca ,B1,Economía,Economía,[['hipoteca']],0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
1877,Hipotenusa,B2,Ciencia y tecnología,Ciencia y tecnología,[['hipotenusa']],0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
1878,Hipótesis,B2,Ciencia y tecnología,Ciencia y tecnología,[['hipótesis']],1,35991,2.778472395876747e-05,5.086641718968466e-05,"(6, 6, 6.0, 2, 2, 2.0)","{'sólo', 'uno', 'ser'}","[39, 684, 552]",425.0,35991,0.011808507682476174,0.0091609418446702,"(2, 17.333333333333332, 5.609917235489318, 1, 8.666666666666666, 3.2477198198021995)"
1879,Hockey sobre hielo,B1,Ocio,Deportes de invierno y aventura,"[['hockey', 'sobre', 'hielo']]",0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
1880,Hoja,A1-A2,Geografía y naturaleza,Animales y plantas,[['hoja']],1,35991,2.778472395876747e-05,8.267019731932863e-06,"(18, 18, 18.0, 8, 8, 8.0)","{'sino', 'haber', 'doce', 'doscientas', 'escribir'}","[2, 331, 12, 3, 14]",72.4,35991,0.002011614014614765,0.002239516005682091,"(4, 18.8, 8.594238239102287, 2, 8.2, 4.157826212055819)"
1881,Hoja,B1,Geografía y naturaleza,En el campo,[['hoja']],1,35991,2.778472395876747e-05,8.267019731932863e-06,"(18, 18, 18.0, 8, 8, 8.0)","{'sino', 'haber', 'doce', 'doscientas', 'escribir'}","[2, 331, 12, 3, 14]",72.4,35991,0.002011614014614765,0.002239516005682091,"(4, 18.8, 8.594238239102287, 2, 8.2, 4.157826212055819)"
1882,Hoja de papel,A1-A2,Educación,Objetos y acciones del aula,"[['hoja', 'de', 'papel']]",0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
1883,Hola,A1-A2,Relaciones sociales,Saludos,[['hola']],8,35991,0.00022227779167013976,0.0008965444804987688,"(2, 8, 5.0, 1, 3, 1.875)","{'buen', 'pepe.', 'inspector', 'que', 'sole', 'día', 'laura', 'margarita', 'señora'}","[50, 1, 36, 389, 6, 86, 98, 14, 13]",77.0,35991,0.0021394237448250954,0.002139479048861505,"(3.111111111111111, 12.777777777777779, 5.7621004944715395, 1.4444444444444444, 6.111111111111111, 3.1201680767994997)"
1884,Hombre,A1-A2,Compras y tiendas,Ropa,[['hombre']],86,35991,0.0023894862604540022,0.0022642598757840068,"(2, 12, 5.837209302325581, 1, 10, 3.697674418604651)","{'bar', 'dos', 'tanto', 'alto', 'respetable', 'delgado', 'quedar', 'otro', 'su', 'de', 'conocer', 'reconocer', 'pagar', 'o', 'él', 'entre', 'tres', 'tú', 'vuelo', 'conocido', 'no', 'debajo', 'campo', 'ir', 'pared', 'rubio', 'uno', 'pasar', 'recoletos', 'gordo', 'divertir', 'mediano', 'más', 'este', 'momento', 'acompañar', 'suelo', 'gustar', 'en', 'entrar', 'triste', 'inconsciente', '505', 'haber', 'empezar', 'fuera', 'bajo', 'cama', 'cuarenta', 'rápido', 'ese', 'accidente', 'correr', 'que', 'viejo', '...', 'chaqueta', 'mucho', 'ninguno', 'gafas', 'simpático', 'cosa', 'continuar', 'allí', 'famoso', 'parado', 'a', 'tienda', 'lilienthal', 'ver', 'muerto', 'sólo', 'padre', 'barriga', 'así', 'yo', 'cabeza', 'moreno', 'mano', 'apariencia', 'despertar', 'estar', 'rico', 'mañana', 'raro', 'canoso', 'bajar', 'vez', 'quizás', 'esperar', 'negocio', 'linterna', 'edad', 'varios', 'porque', 'qué', 'pelo', 'navaja', 'decir', 'el', 'antes', 'mujer', 'olvidar', 'ciudad', 'laura', 'sí', 'con', 'hablar', 'recuerdo', 'solo', 'cartera', 'ojo', 'por', 'acuerdo', 'dejar', 'feliz', 'después', 'lado', 'calle', 'despacho', 'aquel', 'buscar', 'tener', 'bajito', 'y', 'encontrar', 'ser', 'algo', 'serra', 'servicio', 'gran', 'atractivo', 'parecer'}","[46, 73, 31, 27, 1, 6, 24, 97, 173, 914, 45, 3, 8, 66, 784, 13, 28, 178, 9, 4, 506, 4, 6, 257, 13, 8, 684, 73, 1, 3, 2, 1, 106, 132, 48, 2, 22, 60, 539, 57, 7, 4, 10, 331, 62, 8, 8, 12, 7, 14, 143, 15, 19, 389, 19, 228, 9, 295, 19, 8, 7, 51, 10, 49, 6, 1, 669, 6, 7, 112, 12, 39, 6, 1, 33, 343, 21, 7, 37, 1, 9, 389, 4, 56, 19, 2, 11, 50, 6, 43, 2, 8, 2, 6, 18, 180, 12, 3, 266, 1407, 23, 28, 12, 33, 98, 131, 192, 76, 15, 17, 15, 30, 201, 19, 29, 6, 45, 33, 74, 19, 19, 32, 270, 9, 767, 41, 552, 52, 7, 5, 10, 2, 71]",101.54135338345864,35991,0.002821298474159058,0.0026031020632886663,"(2.8345864661654137, 13.045112781954888, 5.888995739246047, 1.6616541353383458, 6.849624060150376, 3.4991624192565736)"
1885,Hombro,B1,Salud y cuidados personales,El cuerpo humano y la salud,[['hombro']],1,35991,2.778472395876747e-05,1.759678231311168e-05,"(11, 11, 11.0, 4, 4, 4.0)","{'él', 'de', 'abrazar', 'encima', 'y', 'el'}","[784, 914, 1, 14, 767, 1407]",647.8333333333334,35991,0.01799987033795486,0.008635523995327922,"(3.6666666666666665, 18, 6.7790897301642215, 1.6666666666666667, 8.333333333333334, 3.584117645023947)"
1886,Homeopático,B2,Salud y cuidados personales,Salud y enfermedad,[['homeopático']],0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
1887,Honduras,A1-A2,Ocio,Países de habla hispana y nacionalidades,[['honduras']],0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
1888,Hondureño,A1-A2,Ocio,Países de habla hispana y nacionalidades,[['hondureño']],0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
1889,Hora ,A1-A2,Fecha y hora,Hora,[['hora']],37,35991,0.0010280347864743964,0.0016508322397677994,"(2, 14, 5.702702702702703, 1, 6, 3.27027027027027)","{'vigilante', 'tarde', 'en', 'casa', 'dos', 'poder', 'empezar', 'ayer', 'dentro', 'yo', 'sea', 'policía', 'día', 'noche', 'comer', 'ligando', 'coger', 'de', 'cuál', 'ese', 'que', 'gente', 'o', 'saber', 'coche', 'él', '...', 'pero', 'tres', 'mucho', 'medio', 'estar', 'dieciocho', 'trabajar', 'mañana', 'no', 'ocho', 'través', 'klein', 'ir', 'siempre', 'hora', 'uno', 'hacer', 'tener', 'ya', 'libre', 'normalmente', 'y', 'trabajo', 'seis', 'par', 'qué', 'terminar', 'ser', 'para', 'telediario', 'antonio', 'contestar', 'más', 'llegar', 'este', 'mismo', 'a', 'cada', 'decir', 'dar', 'robo', 'primero', 'seguido', 'andrés', 'el', 'señora'}","[8, 36, 539, 54, 73, 120, 62, 10, 24, 343, 5, 48, 86, 32, 17, 1, 49, 914, 4, 143, 389, 39, 66, 163, 36, 784, 228, 196, 28, 295, 23, 389, 5, 44, 56, 506, 12, 1, 4, 257, 39, 37, 684, 110, 270, 85, 9, 2, 767, 34, 15, 3, 180, 6, 552, 116, 2, 58, 53, 106, 53, 132, 30, 669, 7, 266, 40, 20, 40, 1, 20, 1407, 13]",163.21917808219177,35991,0.004534999807790608,0.003910071912652625,"(2.5616438356164384, 15.493150684931507, 6.0133236671459125, 1.4383561643835616, 7.63013698630137, 3.4231196702572464)"
1890,Horario,A1-A2,Trabajo,Profesiones,[['horario']],1,35991,2.778472395876747e-05,6.033182507352576e-05,"(3, 3, 3.0, 3, 3, 3.0)","{'raro', 'uno', 'tener', 'bastante', 'andrés'}","[19, 684, 270, 21, 20]",202.8,35991,0.005634742018838043,0.004908604256064544,"(2.4, 14.8, 5.312155388471178, 1.2, 7.4, 3.185661375661376)"
1891,Horario,A1-A2,"Viajes, transportes y alojamiento",Medios de transporte,[['horario']],1,35991,2.778472395876747e-05,6.033182507352576e-05,"(3, 3, 3.0, 3, 3, 3.0)","{'raro', 'uno', 'tener', 'bastante', 'andrés'}","[19, 684, 270, 21, 20]",202.8,35991,0.005634742018838043,0.004908604256064544,"(2.4, 14.8, 5.312155388471178, 1.2, 7.4, 3.185661375661376)"
1892,Horario flexible,B1,Trabajo,Trabajo,"[['horario', 'flexible']]",0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
1893,Horizontal,B2,Ciencia y tecnología,Ciencia y tecnología,[['horizontal']],0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
1894,Horneado,B1,Alimentación,"Alimentación sana / menús, platos, recetas",[['horneado']],0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
1895,Horno,A1-A2,Vivienda,Cocina,[['horno']],0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
1896,Hortaliza,B1,Geografía y naturaleza,En el campo,[['hortaliza']],0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
1897,Hortaliza ,B1,Alimentación,"Alimentación sana / menús, platos, recetas",[['hortaliza']],0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
1898,Hospital,A1-A2,Salud e higiene,En el centro de salud,[['hospital']],11,35991,0.0003056319635464422,0.00033545502551695093,"(3, 11, 5.909090909090909, 2, 6, 3.1818181818181817)","{'en', 'cerca', 'policía', 'cura', 'colaborar', 'con', 'de', 'él', 'mucho', 'grande', 'estar', 'salir', 'uno', 'y', 'ser', 'bata', 'mismo', 'necesitar', 'llegar', 'gran', 'este', 'a', 'robo', 'el', 'comedor'}","[539, 28, 48, 1, 2, 192, 914, 784, 295, 20, 389, 63, 684, 767, 552, 3, 30, 22, 53, 10, 132, 669, 20, 1407, 5]",305.16,35991,0.008478786363257482,0.005773117169344815,"(2.56, 15.72, 5.841903467296221, 1.44, 7.68, 3.4405683200939827)"
1899,Hostal ,B1,"Viajes, alojamiento y transporte","Viajes, alojamiento y transporte",[['hostal']],0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
1900,Huelga,B1,Trabajo,Trabajo,[['huelga']],0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
1901,Huella,B2,Justicia,Ley y orden,[['huella']],5,35991,0.00013892361979383734,0.00022390495432431388,"(4, 7, 5.4, 2, 3, 2.6)","{'seguridad', 'en', 'con', 'no', 'permanecer', 'otro', 'cuidadosamente', 'haber', 'terciopelo', 'tampoco', 'dactilar', 'borrar', 'parte', 'y', 'coche', 'el'}","[1, 539, 192, 506, 1, 97, 1, 331, 1, 22, 2, 1, 10, 767, 36, 1407]",244.625,35991,0.006796838098413492,0.004422602491892206,"(3.625, 12.875, 6.04065443605386, 1.8125, 6.75, 3.1335361575841594)"
1902,Huerta,B1,Geografía y naturaleza,En el campo,[['huerta']],0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
1903,Huerto,B1,Geografía y naturaleza,En el campo,[['huerto']],0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
1904,Hueso,B1,Salud y cuidados personales,El cuerpo humano y la salud,[['hueso']],0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
1905,Huevo,A1-A2,Alimentación,Alimentos,[['huevo']],0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
1906,Huevo ,B1,Alimentación,"Alimentación sana / menús, platos, recetas",[['huevo']],0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
1907,Huevo frito,A1-A2,Alimentación,En el restaurante,"[['huevo', 'frito']]",0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
1908,Humano,A1-A2,Individuo y relaciones personales,Carácter,[['humano']],0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
1909,Húmedo,A1-A2,Geografía y naturaleza,Accidentes geográficos,[['húmedo']],1,35991,2.778472395876747e-05,7.048227712783604e-05,"(5, 5, 5.0, 6, 6, 6.0)","{'mucho', 'zona', 'uno', 'parar', 'donde'}","[295, 5, 684, 10, 14]",201.6,35991,0.005601400350087522,0.004814905345398266,"(2.8, 14, 5.817072200274698, 2, 7.8, 3.6255309176897046)"
1910,Humo ,B1,Medioambiente,Problemas medioambientales,[['humo']],4,35991,0.00011113889583506988,0.0001588566080981984,"(4, 8, 5.25, 2, 5, 3.25)","{'estar', 'no', 'su', 'más', 'de', 'empezar', 'muchísimo', 'a', 'salir', 'y', 'coche', 'ver'}","[389, 506, 173, 106, 914, 62, 6, 669, 63, 767, 36, 112]",316.9166666666667,35991,0.008805442101266056,0.006733839133897849,"(2, 16.833333333333332, 5.880857044250876, 1.1666666666666667, 8.75, 3.379920081906895)"
1911,Huracán,B1,Medioambiente,Desastres naturales,[['huracán']],0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
1912,Hurgar en la herida,B2,Salud y cuidados personales,Salud y enfermedad,"[['hurgar', 'en', 'el', 'herida']]",0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
1913,Hurto,B1,Justicia,En el juzgado,[['hurto']],0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
1914,Huso horario,A1-A2,Fecha y hora,Hora,"[['huso', 'horario']]",0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
1915,Identificar huellas,B2,Justicia,Ley y orden,"[['identificar', 'huella']]",0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
1916,Iglesia,A1-A2,Ciudad,Ciudad,[['iglesia']],3,35991,8.33541718763024e-05,0.00024314895009124575,"(5, 8, 6.0, 2, 3, 2.3333333333333335)","{'en', 'vez', 'yo', 'románico', 'uno', '...', 'castillo', 'gustar', 'el', 'varios'}","[539, 50, 343, 1, 684, 228, 2, 60, 1407, 6]",332.0,35991,0.0092245283543108,0.005924062705736956,"(2.7, 16.5, 5.895254139303436, 1.3, 7.7, 3.2116836285787342)"
1917,Iglesia,B1,Artes,"Arquitectura, escultura, pintura",[['iglesia']],3,35991,8.33541718763024e-05,0.00024314895009124575,"(5, 8, 6.0, 2, 3, 2.3333333333333335)","{'en', 'vez', 'yo', 'románico', 'uno', '...', 'castillo', 'gustar', 'el', 'varios'}","[539, 50, 343, 1, 684, 228, 2, 60, 1407, 6]",332.0,35991,0.0092245283543108,0.005924062705736956,"(2.7, 16.5, 5.895254139303436, 1.3, 7.7, 3.2116836285787342)"
1918,Ilegal,B1,Justicia,En el juzgado,[['ilegal']],0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
1919,Impaciente,B1,Individuo y relaciones personales,Cáracter y personalidad,[['impaciente']],0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
1920,Impacto medioambiental,B2,Medioambiente,Problemas medioambientales,"[['impacto', 'medioambiental']]",0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
1921,Impresionismo,B2,Artes,Artes plásticas,[['impresionismo']],0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
1922,Impresionista,B2,Artes,Artes plásticas,[['impresionista']],0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
1923,Impresora,A1-A2,Trabajo,En la oficina,[['impresora']],0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
1924,Imprimir,B1,Geografía y naturaleza,Safari fotográfico,[['imprimir']],0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
1925,Imprimir,B2,Artes,Cine y fotografía,[['imprimir']],0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
1926,Incendio forestal,B1,Medioambiente,Desastres naturales,"[['incendio', 'forestal']]",0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
1927,Incidencia,B2,"Viajes, alojamiento y transportes",Viajes y transportes,[['incidencia']],0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
1928,Incorporación inmediata,B1,Trabajo,Trabajo,"[['incorporación', 'inmediato']]",0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
1929,Indemnización,B2,"Viajes, alojamiento y transportes",Viajes y transportes,[['indemnización']],0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
1930,Indicar una maniobra,B1,"Viajes, alojamiento y transporte",La conducción,"[['indicar', 'uno', 'maniobra']]",0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
1931,Indigesto,B2,Alimentación,Alimentación nutritiva,[['indigesto']],0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
1932,Indignado,B2,Individuo y relaciones personales,Valores y comportamientos personales,[['indignado']],0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
1933,Industrial,B2,Medioambiente,Problemas medioambientales,[['industrial']],1,35991,2.778472395876747e-05,0.00013898818932213508,"(6, 6, 6.0, 4, 4, 4.0)","{'interesante', 'de', 'haber', 'pasar', 'espionaje', 'y'}","[15, 914, 331, 73, 1, 767]",350.1666666666667,35991,0.009729284172895076,0.006406615579621478,"(3, 15.5, 5.943344960089338, 1.6666666666666667, 7.333333333333333, 3.4413074600496207)"
1934,Infarto,B2,Salud y cuidados personales,Salud y enfermedad,[['infarto']],0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
1935,Infección,A1-A2,Salud e higiene,En el centro de salud,[['infección']],0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
1936,Inflamado,B2,Individuo y relaciones personales,Sensaciones y percepciones,[['inflamado']],0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
1937,Información,A1-A2,"Viajes, transportes y alojamiento",Medios de transporte,[['información']],8,35991,0.00022227779167013976,0.0004871654087180635,"(3, 10, 6.125, 2, 5, 3.5)","{'en', 'poder', 'haber', 'favor', 'artículo', 'de', 'aeropuerto', 'ese', 'él', 'sin', 'por', 'gracias', 'señorita', 'buscar', 'alguno', 'uno', 'parar', 'y', 'clave', 'más', 'llamar', 'a', 'dar', 'el'}","[539, 120, 331, 30, 16, 914, 7, 143, 784, 45, 201, 14, 6, 32, 31, 684, 10, 767, 2, 106, 55, 669, 40, 1407]",289.7083333333333,35991,0.00804946607022126,0.005317312661331605,"(2.375, 16.041666666666668, 5.917103005778635, 1.5416666666666667, 7.875, 3.4921839466100875)"
1938,Informativos,B1,Ocio,Tiempo libre y entretenimiento,[['informativo']],0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
1939,Informativos,B2,Comunicación,Medios de comunicación,[['informativo']],0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
1940,Infusión,A1-A2,Alimentación,En el restaurante,[['infusión']],0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
1941,Infusión,B1,Alimentación,"Alimentación sana / menús, platos, recetas",[['infusión']],0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
1942,Ingrediente,A1-A2,Alimentación,En el restaurante,[['ingrediente']],0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
1943,Ingredientes,B1,Alimentación,"Alimentación sana / menús, platos, recetas",[['ingrediente']],0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
1944,Ingresos,B2,Economía,Economía y finanzas,[['ingreso']],0,35991,0.0,0.0,"(None, None, None, None, None, None)",set(),[],0.0,35991,0.0,0.0,"(None, None, None, None, None, None)"
