Lexical item;Level
colegio;A1
colegio bilingüe;B2
colegio concertado;B1
colegio electoral;B2
colegio laico;B2
colegio público;B1
colegio privado;B1
colegio religioso;B2
colesterol;B1
colesterol alto;B2
colgante de oro;B2
colgante de plata;B2
colgar;B1
colgar el teléfono;B1
colgar un documento;B1
colgar un documento en internet;B1
colgar un texto en internet;B1
colgar una foto;B1
colgar una foto en internet;B1
colgar una fotografía en internet;B1
colina;B2
collar;B1
colmena;B1
colocar;A2
colocarse;B2
colombia;A2
colombiano;A2
colonia;A2
color;B1
colorante;B2
colorete;B2
colorido;B2
columna;B2
columpiarse;B2
columpio;B2
común;B2
comba;B2
combinar;B1
combustible;B2
comedia;B1
comedor;A2
comentar;B2
comentario;B1
comer;A1
comer a la carta;B2
comer de menú;B2
comer excesivamente;B2
comer moderadamente;B2
comer una ficha;B2
comercial;A2
comercialización;B2
comerciante;B2
comercio;B1
comercio de mercancías;B2
comercio exterior;B2
comercio ilegal;B2
comercio interior;B2
comercio internacional;B2
comercio justo;B2
comercio legal;B2
comestible;B2
cometa;B2
cometer;A2
cometer un delito;B2
cometer un delito de agresión;B2
cometer un delito de malos tratos;B2
cometer un delito de tráfico de drogas;B2
cometer un error;A2
comible;B2
comida;A1
comida abundante;B2
comida casera;B1
comida china;A2
comida de familia;B1
comida de navidad;B1
comida de negocios;B1
comida escasa;B2
comida japonesa;A2
comida ligera;B1
comida pesada;B1
comida rápida;A2
comida tradicional;B1
comisaría;A2
comisaría de policía;A2
comisario;B1
comisión;B1
comité;B1
comité de empresa;B2
comité olímpico internacional;B2
como hermanos;B2
como una cabra;B2
compás;B2
compañía;B1
compañía de agua;B2
compañía de danza;B2
compañía de danza clásica;B2
compañía de danza contemporánea;B2
compañía de gas;B2
compañía de seguros;B2
compañía de teléfono;B2
compañía eléctrica;B2
compañía telefónica;B2
compañero;A1
compañero de clase;A2
compañero de juego;A1
compañero de piso;A2
compañero de trabajo;A2
comparar;B1
compartimento;B2
compartir;A2
compartir piso;A2
compasión;B2
competencia;B2
competente;B2
competición;B2
competidor;B2
complejo;A2
complejo de inferioridad;B2
complejo de superioridad;B2
complementos;B1
completar;A2
completar los estudios;B2
complexión;B2
componer;B2
componer un poema;B2
componer una canción;B2
comportamiento;B1
comportamiento discriminatorio;B2
comportamiento prudente;B2
comportarse;B1
comportarse bien;B2
comportarse fatal;B2
comportarse mal;B2
composición;B1
compositor;B1
compra;B1
compra compulsiva;B2
comprador;A1
comprar;A1
comprar a plazos;B1
comprar por catálogo;B2
comprar por internet;B1
comprar un apartamento;A1
comprar un billete de ida;A1
comprar un billete de ida y vuelta;A1
comprar un piso;A1
comprar un producto;A2
comprar una entrada;A2
comprar una entrada por internet;A2
comprar una entrada por teléfono;A2
comprender;A1
comprimir;B2
comprobar;B1
comprometerse;B1
compromiso;B1
compromiso electoral;B2
compuesto;B2
compuesto químico;B2
computadora;A2
comulgar;B2
comunión;B2
comunicación;A2
comunicación a través del ordenador;B2
comunicación audiovisual;B2
comunicación de última hora;B2
comunicación escrita;B2
comunicación extraoficial;B2
comunicación fiable;B2
comunicación oficial;B2
comunicación radiofónica;B2
comunicación telefónica;B2
comunicar;A2
comunicarse;B1
comunicarse por carta;B1
comunicarse por correo;B1
comunicarse por correo electrónico;B1
comunicarse por teléfono;B1
comunicarse por videoconferencia;B2
comunidad;B1
comunidad autónoma;B1
comunidad de vecinos;B1
comunismo;B2
comunista;B1
comunitario;B2
con IVA;A2
con mucho gusto;A1
con tarjeta;B1
conceder;B2
conceder un crédito;B2
conceder un préstamo;B2
conceder una beca;B2
conceder una hipoteca;B2
conceder una plaza;B2
conciencia;B2
concierto;A1
concierto de música;A2
concierto de música clásica;A2
concierto de rock;A2
conciliación;B2
concurso;B1
concurso literario;B2
condenar;B2
condenar a [cardinal] años de cárcel;B2
condenar a pena de muerte;B2
condiciones de financiación;B2
condiciones de pago;B2
condimentar;B1
conducción;B1
conducir;B1
conducta discriminatoria;B2
conducta prudente;B2
conductor;A1
conectar;A2
conectar un electrodoméstico;B1
conectarse;B1
conectarse a internet;B1
conejo;B1
conexión;B2
conexión de teléfono;B2
conexión telefónica;B2
conferencia;B1
conferenciante;B2
confesar;B2
confesarse;B2
confidencial;B2
configurar;B2
confirmar;B2
confirmar una hipótesis;B2
confortable;B1
congelador;B1
congelados;B1
congelar;B1
congelarse;B1
congreso;B1
conjunto;B2
conjunto arquitectónico;B2
conjunto escultórico;B2
conjunto monumental;B2
conjunto pictórico;B2
conmemorar;B2
conmemorar un aniversario;B2
conmemorar una fecha;B2
conocer;B1
conocer bien;B2
conocer de vista;B2
conocer el dato;B2
conocer por casualidad;B2
conocer un dato;B2
conocer un rumor;B2
conocerse bien;B2
conocerse de vista;B2
conocerse por casualidad;B2
conocimiento;B2
conseguir;A2
conseguir créditos;B2
conseguir la copa;B2
conseguir una beca;B2
conseguir una medalla;B2
consentir;B2
conserje;B1
conserva;B1
conservador;B1
conservante;B2
conservar;B1
conservar el medio ambiente;B1
conservar la naturaleza;B1
conservarse;B2
conservarse joven;B2
conservarse mal;B2
consigna;B2
consola;B1
consolidar;B2
consonante;A2
constancia;B2
constante;B2
constatar;B2
constelación;B2
constitución;B1
constituir;B2
construcción;B1
constructor;B2
constructora;B2
construir;B2
construir un acueducto;B1
construir un edificio;B2
construir una casa;B1
construir una mezquita;B1
construir una muralla;B1
construir una sinagoga;B1
consulado;B1
consulta;B1
consulta del dentista;B2
consulta del ginecólogo;B2
consulta del médico;B2
consultar;B1
consultar en internet;B2
consultar en un libro;B2
consultar en una enciclopedia;B2
consultar en una gramática;B2
consultar internet;B2
consultar la programación;B1
consultar un libro;B2
consultar un mapa;A2
consultar un plano;A2
consultar una enciclopedia;B2
consultar una gramática;B2
consultar una página de internet;B1
consultar una página web;B1
consultorio;B2
consumidor;B2
consumismo;B2
consumo;B2
contacto;B2
contagiar;B2
contagiar un catarro;B2
contagiar un virus;B2
contagiarse;B2
contaminación;B1
contaminante;B1
contaminar;B2
contar;B1
contar la historia de;B1
contemporáneo;B2
contenedor;B1
contenedor de basuras;B2
contenedor de papel;B1
contenedor de plástico;B2
contenedor de reciclaje;B1
contenedor de vidrio;B1
contener;A2
contento;B1
contento como unas castañuelas;B2
contestador;B1
contestador automático;B1
contestar;A2
contestar al teléfono;A2
continental;B2
continente;A2
continuar;A2
continuar los estudios;B2
contra reembolso;B2
contrabajo;B2
contractura;B2
contradecir;B2
contraer;B2
contraindicaciones;B2
contraindicado;B2
contraseña;B1
contrastar;B2
contratado;B2
contratar;B1
contratar ADSL;B2
contratar la tarifa plana;B2
contratar tarifa plana;B2
contratar un seguro;B1
contratar un seguro de hogar;B1
contratar un viaje;B1
contrato;B1
contrato basura;B2
contrato de prácticas;B2
contrato definido;B2
contrato fijo;B1
contrato indefinido;B2
contrato temporal;B1
control;B1
control anual;B2
control cuatrimestral;B2
control de orina;B1
control de sangre;B1
control de seguridad;A2
control final;B2
control parcial;B2
controlar;A2
controlar la respiración;B1
convalidar;B2
conversación;A1
conversación en línea;B1
conversación telefónica;B1
convertir;B1
convivencia;B1
convivir;B1
convivir con el novio;B1
convivir con la pareja;B1
convocar;B2
convocar elecciones;B2
convocar las elecciones;B2
cooperación;B2
cooperar;B2
cooperativa;B2
coordinar;B1
coordinar un departamento;B2
coordinar un equipo;B2
coordinar un equipo de trabajo;B2
coordinar un proyecto;B2
copa;A2
copa de champán;B1
copa de vino;A2
copia;B2
copia oculta;B1
copiar;A2
corán;B1
corazón;B1
corazonada;B2
corbata;A2
corcho;B2
corcho de la botella;B2
cordero;A2
cordial;B2
cordialmente;B2
cordillera;B2
coreografía;B2
corona;A2
corona de flores;B2
coronar;B2
corporal;B2
corral;B2
corregir;B1
corregir los deberes;B1
corregir un ejercicio;B1
corregir un examen;B1
corregir una redacción;B1
correo;A1
correo aéreo;B2
correo certificado;B2
correo electrónico;A1
correo ordinario;B1
correo postal;B1
correr;A1
correr las cortinas;B2
correr ríos de tinta;B2
correr riesgos;B2
correspondencia;B2
corresponder;B2
correspondiente;B2
corresponsal;B2
corriente;B1
corriente de un río;B2
corroborar;B2
corrupción;B1
cortaúñas;B2
cortar;B1
cortar el pan;B1
cortar en dados;B2
cortar en dados finos;B2
cortar en dados gruesos;B2
cortar en dados pequeños;B2
cortar en tacos;B2
cortar en tacos finos;B2
cortar en tacos gruesos;B2
cortar en tacos pequeños;B2
cortar en trozos;B2
cortar en trozos finos;B2
cortar en trozos gruesos;B2
cortar en trozos pequeños;B2
cortar la carne;B1
cortar la comunicación;B1
cortar la línea;B2
cortar una flor;B1
cortar una palabra;B1
cortarse;B1
cortarse el pelo;B1
cortarse la comunicación;B1
cortarse la digestión;B2
cortarse las uñas;B2
cortarse un dedo;B1
cortarse una mano;B1
corte;B1
corte de pelo;B1
cortejo;B2
cortesía;B1
corteza;B2
cortina;A2
cortina de baño;A2
corto;B2
corto metraje;B2
cortometraje;B2
cosecha;B2
coser;B1
cosido;B2
cosmética;B2
cosmética natural;B2
cosmético;B2
costa;A2
costa rica;A2
costarricense;A2
costero;B2
costilla;B2
costilla de cordero;B1
cotilla;B2
cotización a la seguridad social;B2
cotizar;B2
cotizar a la seguridad social;B2
cráter;B1
crédito;B2
crítica;B2
crítico;B2
crítico de arte;B2
crítico de cine;B2
crónica;B2
crónica deportiva;B2
creación;B2
creador;B2
crear;B1
creatividad;B2
crecer;A2
crecer el número de desempleados;B2
crecer feliz;B1
crecer fuerte;B1
crecer la familia;B2
crecer sano;B1
crecimiento de la mortalidad;B2
crecimiento de la natalidad;B2
crecimiento de la población;B2
crecimiento demográfico;B2
crecimiento industrial;B2
creer;A1
creer en alá;A2
creer en dios;A2
creer en la reencarnación;A2
crema;A2
crema hidratante;B2
crema limpiadora;B2
crema nutritiva;B2
crema pastelera;B2
crema solar;B2
crema suavizante;B2
cremallera;B2
creyente;B1
criar;A2
criminal;B2
crisis;B1
crisis financiera;B2
cristalería;B2
cristianismo;B2
cristiano;A1
criterio;B2
croqueta;B1
cruce;B2
cruce peligroso;B2
crucero;B2
crucigrama;B1
crudo;B1
cruz;A1
cruz roja;A2
cruzar;A2
cruzar el océano;B2
cruzar el país;B2
cruzar la frontera;B2
cruzar las piernas;B2
cruzar los brazos;B2
cuñado;B2
cuaderno;A2
cuadrado;B1
cuadragésimo;A2
cuadriculado;B2
cuadro;A2
cualificado;B2
cuarenta;A1
cuarto;A1
cuarto de baño;A1
cuarto poder;B2
cuatro;A1
cuatrocientos;A1
cuba;A2
cubano;A2
cubiertos;A2
cubilete;B2
cubismo;B2
cubo;B1
cubo de fregar;B1
cubrir;A2
cubrir un accidente;B2
cubrir una prestación;B2
cuchara;A2
cuchilla;B1
cuchilla de afeitar;B1
cuchillo;A2
cuello;A2
cuenco;B2
cuenta;A2
cuenta ahorro;B1
cuenta corriente;B2
cuenta vivienda;B1
cuento;A2
cuerda;B1
cuero;A2
cuerpo;A2
cuerpo de policía;B2
cuidado;B2
cuidar;B1
cuidar a un enfermo;B1
cuidar el medio ambiente;B1
cuidar el medioambiente;B1
cuidar la naturaleza;B1
cuidarse;B1
culebrón;B1
culpable;B2
cultivar;B1
cultivo;B1
cultura;B1
cumbre;B2
cumpleaños;B1
cumplir;B1
cumplir años;B1
cuota;B1
cura;B2
curar;B2
curar a un enfermo;B1
curar la herida;B2
curar una herida;B2
curarse;B2
curarse una herida;B2
curativo;B2
curiosidad;B2
curioso;B2
currículum;B1
cursar;B1
cursar estudios;B1
curso;B1
curso a distancia;B2
curso de formación;B1
curso de iniciación;B2
curso de perfeccionamiento;B2
curso elemental;B2
curso intensivo;B2
curso obligatorio;B2
curso optativo;B2
curso presencial;B2
curso virtual;B2
cursor;B2
curva;B2
curva peligrosa;B2
cutis;B2
décimo;A2
día de fiesta;A2
día de permiso;B2
día del espectador;B1
día festivo;B2
día laborable;B2
día libre;B2
dúplex;B1
dócil;B2
dañino;B2
dado;B2
danza;A2
danza clásica;B2
danza contemporánea;B2
dar;A2
dar a la calle;B2
dar a luz;B2
dar a un patio;B2
dar al jardín;B2
dar amistad;B2
dar apoyo;B2
dar asco;B2
dar cariño;B2
dar clases;A2
dar comprensión;B2
dar créditos;B2
dar de alta;B1
dar de alta el agua;B2
dar de alta el gas;B2
dar de alta el teléfono;B2
dar de alta la línea;B2
dar de alta la línea telefónica;B2
dar de alta la luz;B2
dar de baja;B1
dar de baja el agua;B2
dar de baja el gas;B2
dar de baja el teléfono;B2
dar de baja la línea;B2
dar de baja la línea telefónica;B2
dar de baja la luz;B2
dar el alta;B1
dar el alta médica;B1
dar en la diana;B2
dar flor;B2
dar fruto;B2
dar igual;B2
dar información;B1
dar lástima;B1
dar línea;B2
dar la baja;B1
dar la baja médica;B1
dar la mano;B1
dar la vez;B2
dar la vuelta al mundo;B2
dar mal servicio;B2
dar miedo;B1
dar pánico;B2
dar pena;B1
dar pereza;B2
dar puntos;B2
dar puntos en una herida;B2
dar sed;B2
dar terror;B2
dar un abrazo;B1
dar un banquete;B2
dar un beso;B1
dar un buen servicio;B2
dar un desmayo;B2
dar un discurso;B2
dar un golpe;B1
dar un golpe de estado;B2
dar un infarto;B2
dar un mal servicio;B2
dar un paseo;B1
dar un puñetazo;B2
dar una beca;B1
dar una clase;B1
dar una despedida de soltero;B1
dar una fiesta;A2
dar una fiesta de fin de curso;B1
dar una noticia;B1
dar una parálisis;B2
dar una patada;B2
dar una propina;A2
dar una reacción alérgica;B2
dar una receta;B1
dar una receta médica;B1
dar una rueda de prensa;B2
dar una señal;B2
dar una torta;B2
darse de sí;B2
darse dos besos;B2
darse rímel;B1
darse un baño;B2
darse un baño caliente;B2
darse un baño de espuma;B2
darse un baño frío;B2
darse un baño relajante;B2
darse un buen tute;B2
darse un golpe;B1
darse un masaje;B1
darse un masaje relajante;B2
darse un masaje terapéutico;B2
darse una crema;B1
darse una ducha;B2
darse una ducha caliente;B2
darse una ducha fría;B2
darse una ducha rápida;B2
dato;B2
datos personales;B2
de boca en boca;B2
de cuadros;B1
de día;A2
de espaldas;B2
de fama internacional;B2
de frente;B2
de lujo;B1
de memoria;B1
de nada;A1
de noche;A2
de perfil;B2
de pie;B2
de rayas;B1
de rodillas;B2
debajo;A1
debajo de;A1
debate;B1
debatir;B2
debatir un tema;B2
deber;A1
deber dinero;B1
deber el recibo de la luz;B2
deber el recibo del agua;B2
deber la factura de la luz;B2
deber la factura del agua;B2
deberes;A1
debilidad;B2
debutar;B2
decaído;B2
decaer;B2
decimoctavo;A2
decimocuarto;A2
decimonoveno;A2
decimoquinto;A2
decimoséptimo;A2
decimosexto;A2
decimotercero;A2
decir;A1
decir misa;B2
decir unas palabras;B2
declaración de la renta;B2
declaración oficial;B2
declarar;B1
declarar culpable;B1
declarar inocente;B1
declarar la guerra;B2
declararse;B2
decoración;B1
decorado;B2
decorar;B1
decretar;B2
dedicarse;A1
dedicarse a;A1
dedo;A2
deducción;B2
deducir;B2
deducir una regla;B2
defender;B2
defender una tesis;B2
defensor;A2
deforestación;B2
degradar;B2
degustación;B2
dejar;B1
dejar dinero;B2
dejar la cama hecha;B2
dejar la casa limpia;B2
dejar la casa recogida;B2
dejar la mesa puesta;B2
dejar los estudios;B2
dejar propina;A2
dejar un mensaje;B1
dejar un recado;B1
dejar una nota;A2
dejar una propina;A2
dejar una señal;B2
delantal;B1
delegado;B2
delegado de curso;B2
delfín;B1
delgado;A2
delicioso;B2
delincuente;B2
delito;B2
demócrata;B1
demanda;B1
demanda de empleo;B1
democracia;B1
demostrar;A2
demostrar una hipótesis;B2
denotar;B2
densidad;B2
densidad de población;B2
dentífrico;B1
dentista;B1
dentro;A1
dentro de;A1
denuncia;B1
denunciar;B2
denunciar el delito fiscal;B2
departamento;B1
departamento comercial;B1
departamento de administración;B1
departamento de contabilidad;B1
departamento de investigación y desarrollo;B1
departamento de marketing;B1
departamento de producción;B1
departamento de recursos humanos;B1
departamento financiero;B1
dependiente;A2
depilarse;B1
depilarse las cejas;B1
depilarse las piernas;B1
deporte;A1
deporte de competición;B2
deporte de equipo;B2
deporte de invierno;B2
deporte de riesgo;B2
deportista;B1
deportivas;A2
depositar en cuenta;B2
depresión;B1
deprimido;B2
deprimirse;B1
depuradora;B2
derecho;A2
derecho civil;B2
derecho penal;B2
derechos básicos;B2
derechos constitucionales;B2
derechos del ciudadano;B2
derechos humanos;B2
dermatología;B1
derribar;B2
derrochar;B2
derruido;B2
derruir;B2
desértico;B2
desactivar;B2
desafío;B2
desafiar;B2
desahucio;B2
desalojo;B2
desanimado;B2
desarrollar;B2
desarrollar un estilo;B2
desarrollar un servicio;B2
desarrollar un trabajo;B2
desarrollar una función;B2
desarrollar una técnica;B2
desarrollar una tarea;B2
desarrollo;B1
desarrollo industrial;B2
desarrollo sostenible;B1
desastre;B1
desastre natural;B1
desatender;B2
desayunar;A1
desayuno;A1
descansar;B1
descanso;B1
descargar;B1
descargarse;B1
descargarse música;B1
descargarse un archivo;B1
descargarse un programa;B1
descolgar el teléfono;B1
descoserse;B2
descosido;B2
describir;B2
descubrimiento;B1
descuento;B1
desembarcar;B2
desempaquetar;B2
desempleado;B1
desempleo;B1
desenchufar;B1
desenchufar un electrodoméstico;B1
desengañar;B2
desengaño;B2
desenredarse;B2
desenvolver;B2
desertización;B2
desfile;B2
deshacer;A2
deshielo;B2
deshojar una flor;B2
desierto;A2
desigualdad;B2
desilusionado;B2
desilusionar;B2
desinfectante;B2
desinstalar;B1
desmayo;B2
desmontar;B2
desmontar la tienda de campaña;B2
desobedecer;B1
desobedecer a los padres;B1
desobediente;B1
desodorante;A2
desorientación;B2
desorientado;B2
despacho;A2
despedida;B1
despedida de soltero;B1
despedir;B1
despedirse;B1
despedirse afectuosamente;B2
despedirse calurosamente;B2
despegar;B1
despegue;B1
desperdicios;B2
despertador;A2
despertar;A2
despido;B2
desplazado;B2
desplazamiento;B1
desprecio;B2
desproporción;B2
desproporcionado;B2
destinatario;B1
destino;A2
destrozado;B2
desvelar;B2
desviar;B2
desviar una llamada;B1
detectar;B2
detener;B2
detener a un delincuente;B2
detener a un sospechoso;B2
detener por un delito;B2
detener por un delito de agresión;B2
detener por un delito de malos tratos;B2
detener por un delito de tráfico de drogas;B2
detenerse;B2
detergente;B1
determinar;B2
detestar;B2
deuda;B1
deudor;B2
devolución;B2
devolver;A2
devolver la matrícula;B1
devolver una llamada;B1
devorar;B2
diálogo;B2
diésel;B1
diabético;B2
diabetes;B2
diagnóstico;B2
diagnosticar;B2
diagonal;B2
diapositiva;B2
diariamente;B2
diario;B1
diarrea;B1
dibujar;A2
dibujar un esquema;B2
dibujar un plano;B2
dibujar un proyecto;B2
dibujo;A2
diccionario;A1
diciembre;A1
dictador;B2
dictadura;B1
didáctico;B2
diecinueve;A1
dieciocho;A1
dieciséis;A1
diecisiete;A1
diente;B1
dientes amarillentos;B2
dientes blancos;B2
dientes sanos;B2
dieta;B1
dieta alta en calorías;B1
dieta baja en calorías;B1
dieta equilibrada;B1
dieta mediterránea;B1
dietas;B2
diez;A1
diferencia;A2
diferenciar;B2
diferenciarse;B2
digerir;B2
digital;B1
digitalizar;B2
dinero;A1
dinero en efectivo;B1
dinero en metálico;B1
diplomático;B2
diploma;A2
diplomacia;B2
diplomado;B1
diputado;B2
dirección;A1
dirección única;B2
dirección de correo electrónico;A2
dirección de internet;A2
dirección electrónica;A2
dirección obligatoria;B2
dirección prohibida;B2
directo;A2
director;A1
director de orquesta;B1
director de recursos humanos;B1
director de RR. HH.;B1
director de tesis;B2
dirigir;B2
discapacidad;B2
discapacitado;B2
disco;B1
disco duro;B2
discoteca;B1
discreto;B2
discriminación;B2
disculpar;A1
discurso electoral;B2
discusión;B1
discutir;B1
discutir con los hermanos;B1
discutir con los hijos;B1
discutir con los padres;B1
discutir un tema;B2
diseñador;B1
diseñar;B1
disfrazado;B2
disfrazarse;B2
disfrutar;B2
disfrutar de una beca;B2
disfrutar de una comida;B2
disfrutar una comida;B2
disgustado;B2
disminución;B1
disminución de la mortalidad;B2
disminución de la natalidad;B2
disminución de la población;B2
disminuir;B1
disminuir el número de desempleados;B2
disminuir el precio;B1
disolver;B1
disparar;B2
disponibilidad;B1
disponibilidad total;B1
dispositivo;B1
disputar;B2
distancia;B1
distender;B2
distraer;B2
distribución;B2
distribución de la riqueza;B2
distribuir;B2
distribuir un libro;B2
distribuir un producto;B2
distrito;B1
diversión;B2
divertido;B1
divertirse;B1
dividir;B1
divorciado;B1
divorciarse;B1
divorcio;B1
DNI;B1
do;B2
doblaje;B2
doblar;B1
doblar la cintura;B1
doce;A1
docena;A2
doctor;B1
doctorado;B1
doctorarse;B2
doctrina;B2
documental;B1
documento;B1
documento nacional de identidad;B1
doler;A2
doler el cuello;A2
doler la cabeza;A2
dolido;B2
dolor;B2
dolor de cabeza;A2
dolor de espalda;A2
dolor de estómago;A2
doloroso;B2
domar;B2
domiciliar;B2
domiciliar un pago;B2
domiciliar un recibo;B2
dominar;B2
domingo;A1
dominicano;A2
dominio público;B2
donar;B1
dorada;B2
dorado;B1
dorar;B1
dorar la cebolla;B2
dormir;A1
dormitorio;A1
dormitorio de invitados;A2
dos;A1
dos por el precio de uno;B2
dos por uno;B2
doscientos;A1
dosis;B1
dosis diaria;B2
dosis mínima;B2
dosis recomendada;B2
drama;B1
dramaturgo;B2
ducha;A1
ducharse;A1
dueño;B1
dulce;B1
duodécimo;A2
duplicado;B2
durar;B1
dureza;B2
duro;B1
DVD;A1
echar;B1
echar un vistazo;B2
echar una carta;B1
echar una película;B2
echarse unas gotas;B1
eclipsar;B2
eclipse;B1
eclipse de luna;B2
eclipse de sol;B2
eclipse parcial;B2
eclipse total;B2
ecografía;B2
ecológico;B1
ecología;B1
ecologista;B1
economía;B1
economista;B1
ecosistema;B2
ecuador;A2
ecuatorial;B2
ecuatoriano;A2
edad;A1
edición;B2
edificación;B2
edificar;B2
edificio;A1
edificio de apartamentos;B1
editar;B1
editar un libro;B2
editor;B2
editorial;B1
edredón;A2
educación;A2
educación a adultos;B2
educación infantil;B1
educación laica;B2
educación pública;B2
educación primaria;B1
educación privada;B2
educación religiosa;B2
educación secundaria;B1
educación secundaria obligatoria;B1
educación superior;B2
educación universitaria;B2
educar;B1
educar a un hijo;B1
educarse;B2
educativo;B2
efecto;A2
efecto invernadero;B2
efectos especiales;B2
efectos secundarios;B2
efectuar;B2
eficaz;B2
egoísmo;B2
egoísta;A2
ejército;A2
ejército profesional;B2
ejecutar;B2
ejecutivo;A2
ejemplo;B1
ejercer;B2
ejercer como abogado;B2
ejercer como veterinario;B2
ejercer de abogado;B2
ejercer de veterinario;B2
ejercer un oficio;B2
ejercer una función;B2
ejercer una profesión;B2
ejercicio;A1
ejercicio físico;A2
el centro;A1
el gusto es mío;A1
el menú;A1
el papa;B1
el salvador;A2
elaboración;B2
elasticidad;B2
elecciones;B1
elecciones autonómicas;B2
elecciones generales;B2
elecciones locales;B2
elecciones municipales;B2
electorado;B2
electrónico;B1
electricidad;B1
electricista;B2
electrodoméstico;B1
elefante;B1
elegante;B1
elegir;A2
elegir un compañero;B1
elegir un libro;B1
elegir un tema;B1
elemento;B2
elemento químico;B1
eliminar;B2
eliminar un documento;B1
eliminar un virus;B2
eliminar virus;B2
embajada;B1
embajador;B1
embarazo;B2
embarcar;B2
embargar;B2
emborracharse;B2
embotellamiento;B1
embutido;B1
emigración;B2
emigrante;B1
emisión;B2
emisiones tóxicas;B2
emisora;B1
emitir;B2
emoción;B2
emocionarse;B2
empadronado;B2
empanado;B2
empanar;B2
empaquetar;B2
emparejar;B2
empaste;B2
empatar;B1
empate;B2
empeñar;B2
empeño;B2
empeorar;B1
empezar;A2
empezar el bachillerato;B1
empezar un doctorado;B1
empezar un máster;B1
empezar una carrera;B1
empezar una relación;B1
empleado de banca;B1
empleado de correos;B1
emplear;B1
empleo;B1
empleo fijo;B2
empleo remunerado;B2
emprender;B2
empresa;A1
empresa de mensajería;B2
empresa de mudanzas;B1
empresa de trabajo temporal;B2
empresario;A2
en absoluto;B2
en autobús;A1
en avión;A1
en barco;A1
en blanco;B1
en blanco y negro;B1
en buen estado;A2
en buenas condiciones;B2
en coche;A1
en color;B1
en coma;B2
en crecimiento;B2
en crisis;B2
en efectivo;B1
en el centro;A1
en extinción;B2
en familia;B2
en forma;B2
en grupos;A1
en guerra;B1
en huelga;B2
en malas condiciones;B2
en metálico;B1
en metro;A1
en obras;B2
en parejas;A1
en paro;A1
en peligro de extinción;B2
en polvo;B2
en prácticas;B2
en seco;B2
en taxi;A1
en tren;A1
en urgencias;B2
enamorado;B1
enamoramiento;B1
enamorarse;B1
encabezar;B2
encantado de conocerle;A1
encantar;A2
encender;A2
encender el horno;B1
encender la luz;A2
encender un electrodoméstico;B1
encendido;B1
encerrar;B2
enchufar;B1
enchufar un electrodoméstico;B1
enchufe;B2
enciclopedia;B1
encima;A1
encoger;B2
encontrar;A2
encontrar pruebas;B2
encontrar una pista;B2
encontrarse;B1
encontrarse bien;B1
encontrarse fatal;B1
encontrarse mal;B1
encontrarse regular;B1
encuadrar;B2
enemigo;B2
energía;B1
energía alternativa;B1
energía eólica;B2
energía eléctrica;B2
energía nuclear;B2
energía solar;B2
energías renovables;B2
enero;A1
enfadado;B2
enfadarse;B1
enfado;B1
enfermedad;B1
enfermedad contagiosa;B2
enfermedad crónica;B2
enfermedad grave;B2
enfermedad hereditaria;B2
enfermedad leve;B2
enfermedad mental;B2
enfermedad terminal;B2
enfermero;A1
enfermo;B1
enfocar;B2
enfrentar;B2
enfrentarse;B2
enfrente;A1
enfriar;B1
enfriarse;B2
engañar;B1
enganchado;B2
engordar;B1
enlace;B2
enmarcar;B2
enredarse;B2
ensaimada;B2
ensalada;A1
ensaladera;B2
ensayar;B1
enseñanza;B1
enseñanza a adultos;B2
enseñanza a distancia;B2
enseñanza pública;B2
enseñanza presencial;B2
enseñanza primaria;B2
enseñanza privada;B2
enseñanza secundaria;B2
enseñanza superior;B2
enseñanza universitaria;B2
enseñanza virtual;B2
enseñar;B1
entender;A1
entender las reglas del juego;B2
enterarse;B2
enterarse de una noticia;B2
enterarse de una noticia por casualidad;B2
enterarse de una noticia por la prensa;B2
enterarse por casualidad;B2
enterarse por la prensa;B2
entero;B1
enterrar;B2
entorno;B2
entrada;A2
entrada de mercancías;B2
entrante;B1
entrar;A1
entrar en guerra;B2
entrar en un enlace;B2
entrar en una página de internet;B1
entrar en una página web;B1
entrar un virus;B2
entre;A1
entrega;B2
entregar;B2
entregar en mano;B2
entregar la correspondencia;B2
entregar un mensaje;B2
entregar un paquete;B2
entregar un telegrama;B2
entregar una carta;B2
entrenador;B1
entrenamiento;B2
entrenar;A2
entrenarse;B2
entretenerse;B1
entretenimiento;B1
entrevista;A2
entrevista de trabajo;B1
entrevistado;B1
entrevistador;B1
envío;B2
envasado;B2
envasar;B2
envase;B1
envejecer;B2
enviado especial;B2
enviar;A2
enviar con acuse de recibo;B2
enviar dinero;B2
enviar el currículum;A2
enviar la correspondencia;B2
enviar un correo electrónico;A2
enviar un fax;A2
enviar un mensaje;B1
enviar un mensaje electrónico;A2
enviar un paquete;B1
enviar una carta;A2
enviar una carta certificada;B1
enviar una carta de presentación;B1
enviar una copia;B1
enviar una copia oculta;B1
enviar una postal;A2
envidia;B1
envolver;B1
envolver un regalo;B1
epicentro;B1
epidemia;B2
episodio;B1
equilibrado;B1
equilibrar;B1
equilibrio;B2
equilibrio climático;B2
equipaje;B1
equipaje de mano;B1
equipo;B2
equipo de baloncesto;B1
equipo de fútbol;B1
equipo de música;B1
equipo informático;B2
equipo local;B1
equipo visitante;B1
equivocarse;B1
error;A1
erupción;B1
escáner;B2
escalón;B2
escala;B1
escalador;B1
escalar;B2
escalera;A1
