Lexical item,Level,Count,Total,Frequency,TFIDF,Tree,Context count,Context total,Context frequency,Context TFIDF,Context tree
de noche,A2,11,76643,0.0001435225656615738,0.0006458690801786057,"(2, 16, 6.636363636363637, 1, 8, 3.727272727272727)",486.44827586206895,76643,0.006346936783033923,0.0037811068311820574,"(2.6551724137931036, 20.689655172413794, 7.952638011095699, 1.7241379310344827, 11.827586206896552, 4.5491256657306325)"
de perfil,B2,0,76643,0.0,0.0,"(None, None, None, None, None, None)",0.0,76643,0.0,0.0,"(None, None, None, None, None, None)"
de pie,B2,3,76643,3.914251790770194e-05,0.00013559136972704118,"(5, 9, 6.333333333333333, 3, 5, 3.6666666666666665)",631.6153846153846,76643,0.008241005501029247,0.005118042613042125,"(2.6923076923076925, 21.46153846153846, 7.8871319684748, 1.3076923076923077, 12.538461538461538, 4.476306141890114)"
de rayas,B1,0,76643,0.0,0.0,"(None, None, None, None, None, None)",0.0,76643,0.0,0.0,"(None, None, None, None, None, None)"
de rodillas,B2,2,76643,2.6095011938467962e-05,3.6678649874477525e-05,"(6, 16, 11.0, 3, 7, 5.0)",789.4444444444445,76643,0.010300281101267492,0.004962321818060547,"(3.7777777777777777, 21.88888888888889, 9.048629500010735, 2.3333333333333335, 13.444444444444445, 5.0739624068607245)"
debajo,A1,8,76643,0.00010438004775387185,9.479701728638378e-05,"(5, 20, 10.0, 2, 8, 5.125)",484.8076923076923,76643,0.006325531259315166,0.003546016695379807,"(3.423076923076923, 19.615384615384617, 8.270499389491317, 2.1153846153846154, 12.192307692307692, 4.754745535600733)"
debajo de,A1,6,76643,7.828503581540388e-05,6.834795923557464e-05,"(5, 20, 10.0, 4, 8, 5.666666666666667)",600.8260869565217,76643,0.007839281956036712,0.004157916383530764,"(3.0869565217391304, 20.26086956521739, 8.089473877020414, 1.9130434782608696, 12.869565217391305, 4.698586609250614)"
debate,B1,1,76643,1.3047505969233981e-05,6.738276386699858e-06,"(6, 6, 6.0, 7, 7, 7.0)",171.2,76643,0.0022337330219328573,0.002386758046746688,"(3.2, 18.8, 7.7910114698832, 2, 10.6, 4.808565548329179)"
debatir,B2,0,76643,0.0,0.0,"(None, None, None, None, None, None)",0.0,76643,0.0,0.0,"(None, None, None, None, None, None)"
debatir un tema,B2,0,76643,0.0,0.0,"(None, None, None, None, None, None)",0.0,76643,0.0,0.0,"(None, None, None, None, None, None)"
deber,A1,60,76643,0.0007828503581540388,0.0011737975007107889,"(3, 23, 9.05, 2, 10, 4.9)",201.46212121212122,76643,0.002628578229089691,0.002121178060027412,"(3.2954545454545454, 19.151515151515152, 8.305132726108292, 2.1136363636363638, 11.068181818181818, 4.8385029372808255)"
deber dinero,B1,0,76643,0.0,0.0,"(None, None, None, None, None, None)",0.0,76643,0.0,0.0,"(None, None, None, None, None, None)"
deber el recibo de la luz,B2,0,76643,0.0,0.0,"(None, None, None, None, None, None)",0.0,76643,0.0,0.0,"(None, None, None, None, None, None)"
deber el recibo del agua,B2,0,76643,0.0,0.0,"(None, None, None, None, None, None)",0.0,76643,0.0,0.0,"(None, None, None, None, None, None)"
deber la factura de la luz,B2,0,76643,0.0,0.0,"(None, None, None, None, None, None)",0.0,76643,0.0,0.0,"(None, None, None, None, None, None)"
deber la factura del agua,B2,0,76643,0.0,0.0,"(None, None, None, None, None, None)",0.0,76643,0.0,0.0,"(None, None, None, None, None, None)"
deberes,A1,60,76643,0.0007828503581540388,0.0011737975007107889,"(3, 23, 9.05, 2, 10, 4.9)",201.46212121212122,76643,0.002628578229089691,0.002121178060027412,"(3.2954545454545454, 19.151515151515152, 8.305132726108292, 2.1136363636363638, 11.068181818181818, 4.8385029372808255)"
debilidad,B2,0,76643,0.0,0.0,"(None, None, None, None, None, None)",0.0,76643,0.0,0.0,"(None, None, None, None, None, None)"
debutar,B2,0,76643,0.0,0.0,"(None, None, None, None, None, None)",0.0,76643,0.0,0.0,"(None, None, None, None, None, None)"
decaído,B2,0,76643,0.0,0.0,"(None, None, None, None, None, None)",0.0,76643,0.0,0.0,"(None, None, None, None, None, None)"
decaer,B2,0,76643,0.0,0.0,"(None, None, None, None, None, None)",0.0,76643,0.0,0.0,"(None, None, None, None, None, None)"
decimoctavo,A2,0,76643,0.0,0.0,"(None, None, None, None, None, None)",0.0,76643,0.0,0.0,"(None, None, None, None, None, None)"
decimocuarto,A2,0,76643,0.0,0.0,"(None, None, None, None, None, None)",0.0,76643,0.0,0.0,"(None, None, None, None, None, None)"
decimonoveno,A2,0,76643,0.0,0.0,"(None, None, None, None, None, None)",0.0,76643,0.0,0.0,"(None, None, None, None, None, None)"
decimoquinto,A2,0,76643,0.0,0.0,"(None, None, None, None, None, None)",0.0,76643,0.0,0.0,"(None, None, None, None, None, None)"
decimoséptimo,A2,0,76643,0.0,0.0,"(None, None, None, None, None, None)",0.0,76643,0.0,0.0,"(None, None, None, None, None, None)"
decimosexto,A2,0,76643,0.0,0.0,"(None, None, None, None, None, None)",0.0,76643,0.0,0.0,"(None, None, None, None, None, None)"
decimotercero,A2,0,76643,0.0,0.0,"(None, None, None, None, None, None)",0.0,76643,0.0,0.0,"(None, None, None, None, None, None)"
decir,A1,482,76643,0.006288897877170779,0.005017705537452236,"(2, 24, 7.9896265560165975, 1, 16, 4.466804979253112)",75.8191056910569,76643,0.000989250234086047,0.0010140174311759097,"(3.774390243902439, 15.965447154471544, 7.997898503342271, 2.2215447154471546, 9.107723577235772, 4.583082255152526)"
decir misa,B2,0,76643,0.0,0.0,"(None, None, None, None, None, None)",0.0,76643,0.0,0.0,"(None, None, None, None, None, None)"
