Lexical item;Level;Topic 1;Subtopic 1
Radiografía;B2;Salud y cuidados personales;Salud y enfermedad
Raíz;B1;Geografía y naturaleza;En el campo
Rama;B1;Geografía y naturaleza;En el campo
Ramo;B1;Geografía y naturaleza;En el campo
Raqueta;A1-A2;Ocio;Deportes
Ratón;A1-A2;Trabajo;En la oficina
Ratón;B1;Medios de comunicación;Internet
Rayas;B1;Compras y tiendas;Ropa, calzado y complementos
Rayos solares;B2;Medioambiente;Problemas medioambientales
Realismo;B1;Artes;Arquitectura, escultura, pintura
Realismo;B2;Artes;Artes plásticas
Realización de una película;B2;Artes;Cine y fotografía
Rebajado;B2;Compras y tiendas;De compras
Rebajar;B2;Compras y tiendas;De compras
Rebajar ;B1;Compras y tiendas;De compras
Rebajas;B1;Compras y tiendas;De compras
Rebozado;B1;Alimentación;Alimentación sana / menús, platos, recetas
Rebozado;B2;Alimentación;Alimentación nutritiva
Recepción;A1-A2;Viajes, transportes y alojamiento;En el hotel
Recepcionista;A1-A2;Viajes, transportes y alojamiento;En el hotel
Receta;A1-A2;Salud e higiene;En el centro de salud
Recetar;A1-A2;Salud e higiene;En el centro de salud
Recibidor;A1-A2;Vivienda;Casa
Recibir un mensaje;A1-A2;Información y medios de comunicación;Internet
Recibir una llamada;B1;Medios de comunicación;Teléfono
Recibo;B2;Compras y tiendas;De compras
Reciclado;B1;Medioambiente;Problemas medioambientales
Reciclar;B1;Medioambiente;Problemas medioambientales
Reciclar;B2;Medioambiente;Problemas medioambientales
Recogedor ;B1;Labores domésticas;Labores domésticas
Recoger;B1;Geografía y naturaleza;En el campo
Recoger el equipaje;A1-A2;Viajes, transportes y alojamiento;Medios de transporte
Recoger la mesa;A1-A2;Alimentación;Utensilios de cocina y de mesa
Recogerse el pelo;B2;Salud y cuidados personales;Higiene y belleza
Recolectar;B1;Geografía y naturaleza;En el campo
Recordar ;B1;Educación;Educación
Recorrer ;B1;Viajes, alojamiento y transporte;La conducción
Recortarse la barba;B2;Salud y cuidados personales;Higiene y belleza
Rectangular;B1;Formas y medidas;Formas y medidas
Rectángulo;B1;Formas y medidas;Formas y medidas
Rector;B2;Educación;Educación
Recuperación;B1;Salud y cuidados personales;En el hospital
Recursos;B2;Medioambiente;Problemas medioambientales
Recursos naturales;B1;Economía;Economía
Red;A1-A2;Información y medios de comunicación;Internet
Red;B1;Medios de comunicación;Internet
Red de transportes;B2;Viajes, alojamiento y transportes;Viajes y transportes
Redacción;B2;Comunicación;Medios de comunicación
Redactor;B2;Comunicación;Medios de comunicación
Reducir;B1;Medioambiente;Problemas medioambientales
Reducir la velocidad;B1;Viajes, alojamiento y transporte;La conducción
Reenviar;B1;Medios de comunicación;Internet
Reflexionar;B1;Educación;Educación
Refresco;A1-A2;Alimentación;Alimentos
Refresco;B1;Alimentación;Alimentación sana / menús, platos, recetas
Regalo ;B1;Individuo y relaciones personales;Celebraciones
Regar;A1-A2;Geografía y naturaleza;Animales y plantas
Regar;B1;Geografía y naturaleza;En el campo
Régimen de alquiler;B2;Vivienda;La vivienda
Región;A1-A2;Geografía y naturaleza;Accidentes geográficos
Regulación;B2;Medioambiente;Problemas medioambientales
Rehogado;B1;Alimentación;Alimentación sana / menús, platos, recetas
Rehogar;B1;Alimentación;Alimentación sana / menús, platos, recetas
Relación de pareja;B1;Individuo y relaciones personales;Relaciones personales
Relación virtual;B2;Comunicación;Comunicación personal
Relajarse;B1;Salud y cuidados personales;El cuerpo humano y la salud
Relámpago;A1-A2;Geografía y naturaleza;Fenómenos atmosféricos
Rellenar una solicitud de empleo;B2;Trabajo;Actividad laboral
Reloj;A1-A2;Compras y tiendas;Complementos y calzados
Reloj ;A1-A2;Fecha y hora;Hora
Remitente;B1;Servicios;Servicio postal
Renovación de contrato;B2;Trabajo;Actividad laboral
Renovar;B2;Vivienda;La vivienda
Renta fija;B2;Economía;Economía y finanzas
Renta variable;B2;Economía;Economía y finanzas
Rentabilidad;B2;Economía;Economía y finanzas
Reparación;B1;Vivienda;Vivienda
Reparación;B2;Viajes, alojamiento y transportes;Viajes y transportes
Reparar ;B1;Viajes, alojamiento y transporte;La conducción
Repartidor;B2;Comunicación;Comunicación personal
Reparto;B2;Compras y tiendas;De compras
Reparto del correo;B1;Servicios;Servicio postal
Repasar ;A1-A2;Educación;Objetos y acciones del aula
Repetir ;B1;Educación;Educación
Reportero;B2;Comunicación;Medios de comunicación
Representar;B2;Artes;Literatura y teatro
Reproducción;B2;Artes;Cine y fotografía
Reptil;B1;Geografía y naturaleza;Safari fotográfico
República Dominicana;A1-A2;Ocio;Países de habla hispana y nacionalidades
Reserva;A1-A2;Viajes, transportes y alojamiento;En el hotel
Reservado;A1-A2;Individuo y relaciones personales;Carácter
Reservar una habitación;A1-A2;Viajes, transportes y alojamiento;En el hotel
Reservar una mesa;A1-A2;Alimentación;En el restaurante
Residuo;B1;Medioambiente;Problemas medioambientales
Residuo ;B2;Medioambiente;Problemas medioambientales
Resignarse;B2;Individuo y relaciones personales;Valores y comportamientos personales
Resignarse a;B2;Individuo y relaciones personales;Valores y comportamientos personales
Respetar;B1;Viajes, alojamiento y transporte;La conducción
Restañar las heridas;B2;Salud y cuidados personales;Salud y enfermedad
Restaurante de tres tenedores;B2;Alimentación;Alimentación nutritiva
Resultado;B2;Ocio;Juegos y pasatiempos
Retirarse;B2;Ocio;Deportes
Retoque;B2;Artes;Cine y fotografía
Retransmisión deportiva;B1;Ocio;Tiempo libre y entretenimiento
Retransmitir un partido;B1;Ocio;Tiempo libre y entretenimiento
Retraso;A1-A2;Viajes, transportes y alojamiento;Medios de transporte
Retrato robot;B2;Justicia;Ley y orden
Retrete;A1-A2;Vivienda;Cuarto de baño
Reunión;A1-A2;Trabajo;En la oficina
Reunirse;A1-A2;Individuo y relaciones personales;Acciones cotidianas
Reutilizar;B1;Medioambiente;Problemas medioambientales
Revelar;B2;Artes;Cine y fotografía
Revelar ;B1;Geografía y naturaleza;Safari fotográfico
Revisar;B1;Viajes, alojamiento y transporte;La conducción
Revisión;B1;Salud y cuidados personales;En el hospital
Revisión de examen;B2;Educación;Educación
Revisión ginecológica;B2;Salud y cuidados personales;Salud y enfermedad
Revisor;A1-A2;Viajes, transportes y alojamiento;Medios de transporte
Revista ;B2;Comunicación;Medios de comunicación
Rico;B1;Alimentación;Alimentación sana / menús, platos, recetas
Rico;B2;Alimentación;Alimentación nutritiva
Rico ;B1;Economía;Economía
Riesgo;B2;Economía;Economía y finanzas
Riñón;B2;Individuo y relaciones personales;Sensaciones y percepciones
Río;A1-A2;Geografía y naturaleza;Accidentes geográficos
Riqueza ;B1;Economía;Economía
Rival;B2;Ocio;Deportes
Robo;B1;Justicia;En el juzgado
Rock ;A1-A2;Ocio;Aficiones y espectáculos
Rodaje;B2;Artes;Cine y fotografía
Rodar;B2;Artes;Cine y fotografía
Rodar ;B1;Artes;Cine
Rodilla;B1;Salud y cuidados personales;El cuerpo humano y la salud
Rojo;A1-A2;Colores;Colores
Romántico;B2;Artes;Literatura y teatro
Romero;B2;Alimentación;Alimentación nutritiva
Romper con;B1;Individuo y relaciones personales;Relaciones personales
Ropa de fiesta;B2;Compras y tiendas;De compras
Ropa interior;A1-A2;Compras y tiendas;Ropa
Rotonda;B2;Viajes, alojamiento y transportes;Viajes y transportes
Rotulador;A1-A2;Trabajo;En la oficina
Rubio;A1-A2;Individuo y relaciones personales;Descripción física
Rueda ;B1;Viajes, alojamiento y transporte;La conducción
Rueda de prensa;B2;Comunicación;Medios de comunicación
Rueda pinchada ;B1;Viajes, alojamiento y transporte;La conducción
Rumor;B2;Comunicación;Comunicación personal
Rural ;B1;Geografía y naturaleza;En el campo
Sábado;A1-A2;Fecha y hora;Días de la semana
Sábana;A1-A2;Vivienda;Dormitorio
Saber ;A1-A2;Educación;Objetos y acciones del aula
Saber bien;B1;Alimentación;Alimentación sana / menús, platos, recetas
Saber fatal;B1;Alimentación;Alimentación sana / menús, platos, recetas
Saber fenomenal ;B1;Alimentación;Alimentación sana / menús, platos, recetas
Saber mal;B1;Alimentación;Alimentación sana / menús, platos, recetas
Saberse todo al dedillo;B2;Educación;Educación
Sabor;B1;Alimentación;Alimentación sana / menús, platos, recetas
Sabroso;B2;Alimentación;Alimentación nutritiva
Sacapuntas;A1-A2;Educación;Objetos y acciones del aula
Sacar al perro;A1-A2;Individuo y relaciones personales;Acciones cotidianas
Sacar buena nota;B1;Educación;Educación
Sacar conclusiones;B1;Educación;Educación
Sacar fotos;B1;Geografía y naturaleza;Safari fotográfico
Sacar la basura;B1;Labores domésticas;Labores domésticas
Sacar los trapos al sol;B2;Compras y tiendas;De compras
Sacar los trapos sucios;B2;Compras y tiendas;De compras
Sacar mala nota;B1;Educación;Educación
Sacar un sobresaliente;B2;Educación;Educación
Sacarse algo de la manga;B2;Compras y tiendas;De compras
Saco de dormir;B1;Viajes, alojamiento y transporte;Viajes, alojamiento y transporte
Sala de cine;B1;Artes;Cine
Sala de espera;A1-A2;Salud e higiene;En el centro de salud
Salado;B1;Alimentación;Alimentación sana / menús, platos, recetas
Salado ;B2;Individuo y relaciones personales;Sensaciones y percepciones
Salami;A1-A2;Alimentación;Alimentos
Salario;A1-A2;Trabajo;Profesiones
Salchicha;A1-A2;Alimentación;Alimentos
Salchichón;B1;Alimentación;Alimentación sana / menús, platos, recetas
Saldo;B1;Medios de comunicación;Teléfono
Salero;A1-A2;Alimentación;Utensilios de cocina y de mesa
Salida;A1-A2;Viajes, transportes y alojamiento;Medios de transporte
Salida de emergencia;A1-A2;Viajes, transportes y alojamiento;Medios de transporte
Salir ;A1-A2;Individuo y relaciones personales;Acciones cotidianas
Salir con;B1;Individuo y relaciones personales;Relaciones personales
Salir de fiesta ;B1;Ocio;Tiempo libre y entretenimiento
Salir de marcha;B1;Ocio;Tiempo libre y entretenimiento
Salir de paseo;B1;Ocio;Tiempo libre y entretenimiento
Salir un artículo gratis;B2;Compras y tiendas;De compras
Salirse de la carretera;B2;Viajes, alojamiento y transportes;Viajes y transportes
Salmón;A1-A2;Alimentación;Alimentos
Salmonete;B2;Alimentación;Alimentación nutritiva
Salón comedor;A1-A2;Vivienda;Casa
Salsa;A1-A2;Ocio;Aficiones y espectáculos
Salsa de tomate;A1-A2;Alimentación;En el restaurante
Saltar;B1;Salud y cuidados personales;El cuerpo humano y la salud
Salto de altura;B2;Ocio;Deportes
Salto de vallas;B2;Ocio;Deportes
Saludable;B2;Alimentación;Alimentación nutritiva
Salvadoreño;A1-A2;Ocio;Países de habla hispana y nacionalidades
Salvaje ;B1;Geografía y naturaleza;Safari fotográfico
Sandalia ;B1;Compras y tiendas;Ropa, calzado y complementos
Sandía;A1-A2;Alimentación;Alimentos
Sandía;B1;Alimentación;Alimentación sana / menús, platos, recetas
Sándwich;A1-A2;Alimentación;Alimentos
Sándwich mixto;A1-A2;Alimentación;En el restaurante
Sangre;A1-A2;Salud e higiene;En el centro de salud
Sano;A1-A2;Salud e higiene;En el centro de salud
Sardina;A1-A2;Alimentación;Alimentos
Sardina ;A1-A2;Alimentación;En el restaurante
Satélite;A1-A2;Geografía y naturaleza;Estaciones
Satisfacción ;B1;Individuo y relaciones personales;Sentimientos y estados de ánimo
Satisfacer ;B1;Individuo y relaciones personales;Sentimientos y estados de ánimo
Satisfecho;B1;Individuo y relaciones personales;Sentimientos y estados de ánimo
Saxofón;B1;Artes;Música y danza
Saxofonista;B1;Artes;Música y danza
Sazonar;B1;Alimentación;Alimentación sana / menús, platos, recetas
Sazonar;B2;Alimentación;Alimentación nutritiva
Secador;A1-A2;Salud e higiene;Cuerpo e higiene personal
Secarse;A1-A2;Vivienda;Cuarto de baño
Secarse el pelo;A1-A2;Salud e higiene;Cuerpo e higiene personal
Seco;A1-A2;Geografía y naturaleza;Accidentes geográficos
Secretaría ;B1;Educación;Educación
Secuencia;B2;Artes;Cine y fotografía
Secuestrar;B1;Justicia;En el juzgado
Secuestro;B1;Justicia;En el juzgado
Sed;A1-A2;Alimentación;En el restaurante
Seda ;B1;Compras y tiendas;Ropa, calzado y complementos
Seguidor;B1;Ocio;Deportes de equipo
Seguir la pista;B2;Justicia;Ley y orden
Segunda mano;B1;Vivienda;Vivienda
Segundo;A1-A2;Información y medios de comunicación;Números ordinales y cardinales
Segundo plato;A1-A2;Alimentación;En el restaurante
Segundo tiempo;B1;Ocio;Deportes de equipo
Seguridad;A1-A2;Viajes, transportes y alojamiento;Medios de transporte
Seguridad;B2;Justicia;Ley y orden
Seguridad ;B1;Viajes, alojamiento y transporte;La conducción
Seguro;B1;Individuo y relaciones personales;Cáracter y personalidad
Seguro a terceros;B2;Viajes, alojamiento y transportes;Viajes y transportes
Seguro a todo riesgo ;B1;Viajes, alojamiento y transporte;La conducción
Seguro de vida;B1;Economía;Economía
Seguro obligatorio;B1;Viajes, alojamiento y transporte;La conducción
Seguro obligatorio;B2;Viajes, alojamiento y transportes;Viajes y transportes
Seis;A1-A2;Información y medios de comunicación;Números ordinales y cardinales
Seiscientos;A1-A2;Información y medios de comunicación;Números ordinales y cardinales
Sello;B1;Ocio;Tiempo libre y entretenimiento
Sembrar ;B1;Geografía y naturaleza;En el campo
Semilla ;B1;Geografía y naturaleza;En el campo
Semillero;B1;Geografía y naturaleza;En el campo
Señal de tráfico;B1;Viajes, alojamiento y transporte;La conducción
Senderismo;A1-A2;Ocio;Deportes
Senderista;B1;Ocio;Tiempo libre y entretenimiento
Sensaciones ;B2;Individuo y relaciones personales;Sensaciones y percepciones
Sensibilidad ;B2;Individuo y relaciones personales;Sensaciones y percepciones
Sensible;A1-A2;Individuo y relaciones personales;Carácter
Sensible ;B2;Individuo y relaciones personales;Sensaciones y percepciones
Sentar bien;B1;Compras y tiendas;Ropa, calzado y complementos
Sentar mal;B1;Compras y tiendas;Ropa, calzado y complementos
Sentarse;A1-A2;Vivienda;Salón
Sentarse a comer;B2;Alimentación;Alimentación nutritiva
Sentarse a la mesa;B2;Alimentación;Alimentación nutritiva
Sentencia;B1;Justicia;En el juzgado
Sentencia ;B2;Justicia;Ley y orden
Sentido figurado ;B2;Individuo y relaciones personales;Sensaciones y percepciones
Sentido literal ;B2;Individuo y relaciones personales;Sensaciones y percepciones
Sentido metafórico;B2;Individuo y relaciones personales;Sensaciones y percepciones
Sentir respeto;B2;Individuo y relaciones personales;Valores y comportamientos personales
Sentirse bien;A1-A2;Salud e higiene;En el centro de salud
Sentirse bien;B1;Individuo y relaciones personales;Sentimientos y estados de ánimo
Sentirse bien;B1;Salud y cuidados personales;El cuerpo humano y la salud
Sentirse con ánimo;B2;Individuo y relaciones personales;Valores y comportamientos personales
Sentirse débil;B1;Salud y cuidados personales;En el hospital
Sentirse dolido;B2;Individuo y relaciones personales;Valores y comportamientos personales
Sentirse mal;A1-A2;Salud e higiene;En el centro de salud
Sentirse mal;B1;Individuo y relaciones personales;Sentimientos y estados de ánimo
Sentirse mal;B1;Salud y cuidados personales;El cuerpo humano y la salud
Separación ;B1;Individuo y relaciones personales;Relaciones personales
Separación de poderes;B2;Justicia;Ley y orden
Separado;A1-A2;Individuo y relaciones personales;Familia
Separado;B1;Individuo y relaciones personales;Relaciones personales
Separarse ;B1;Individuo y relaciones personales;Relaciones personales
Septiembre;A1-A2;Fecha y hora;Meses
Séptimo;A1-A2;Información y medios de comunicación;Números ordinales y cardinales
Septuagésimo;A1-A2;Información y medios de comunicación;Números ordinales y cardinales
Sequía;B1;Medioambiente;Desastres naturales
Sequía;B2;Medioambiente;Problemas medioambientales
Ser como de la familia;B2;Individuo y relaciones personales;Relaciones familiares
Ser condenado;B1;Justicia;En el juzgado
Ser coser y cantar;B2;Educación;Educación
Ser de dominio público;B2;Comunicación;Comunicación personal
Ser el vivo retrato de alguien;B2;Artes;Artes plásticas
Ser más corto que las mangas de un chaleco;B2;Compras y tiendas;De compras
Serie;B1;Ocio;Tiempo libre y entretenimiento
Serio;A1-A2;Individuo y relaciones personales;Carácter
Serpiente ;B1;Geografía y naturaleza;Safari fotográfico
Servicio de atención al cliente;B2;Comunicación;Comunicación personal
Servicio de habitaciones;A1-A2;Viajes, transportes y alojamiento;En el hotel
Servicio de seguridad;B2;Justicia;Ley y orden
Servicio postal;B1;Servicios;Servicio postal
Servicios financieros;B2;Economía;Economía y finanzas
Servidor de acceso ;B2;Comunicación;Comunicación personal
Servilleta;A1-A2;Alimentación;Utensilios de cocina y de mesa
Sesenta;A1-A2;Información y medios de comunicación;Números ordinales y cardinales
Sesión;B1;Artes;Cine
Setecientos;A1-A2;Información y medios de comunicación;Números ordinales y cardinales
Setenta;A1-A2;Información y medios de comunicación;Números ordinales y cardinales
Sexagésimo;A1-A2;Información y medios de comunicación;Números ordinales y cardinales
Sexto;A1-A2;Información y medios de comunicación;Números ordinales y cardinales
Sexto sentido;B2;Individuo y relaciones personales;Sensaciones y percepciones
Siete;A1-A2;Información y medios de comunicación;Números ordinales y cardinales
Silbato;B1;Ocio;Deportes de equipo
Silla;A1-A2;Trabajo;En la oficina
Sillón;A1-A2;Vivienda;Salón
Símbolo químico;B2;Ciencia y tecnología;Ciencia y tecnología
Simpático;A1-A2;Individuo y relaciones personales;Carácter
Sin conservantes ni colorantes;B2;Alimentación;Alimentación nutritiva
Sin hueso;B2;Alimentación;Alimentación nutritiva
Sinagoga;B1;Artes;Arquitectura, escultura, pintura
Sinagoga ;A1-A2;Ciudad;Ciudad
Sincero;B1;Individuo y relaciones personales;Cáracter y personalidad
Sincero;B2;Individuo y relaciones personales;Valores y comportamientos personales
Sindicato ;B1;Trabajo;Trabajo
Síntoma ;B2;Salud y cuidados personales;Salud y enfermedad
Sistema antivirus;A1-A2;Información y medios de comunicación;Internet
Sistema nervioso;B2;Ciencia y tecnología;Ciencia y tecnología
Snowboard;B1;Ocio;Deportes de invierno y aventura
Sobre;A1-A2;Información y medios de comunicación;Localización
Sobre;A1-A2;Trabajo;En la oficina
Sobreexplotación;B2;Medioambiente;Problemas medioambientales
Sobrepeso;B1;Alimentación;Alimentación sana / menús, platos, recetas
Sobrino;A1-A2;Individuo y relaciones personales;Familia
Sociable;A1-A2;Individuo y relaciones personales;Carácter
Socio;B2;Ocio;Deportes
Sofá;A1-A2;Vivienda;Salón
Sofreír;B1;Alimentación;Alimentación sana / menús, platos, recetas
Sofrito;B1;Alimentación;Alimentación sana / menús, platos, recetas
Sol;A1-A2;Geografía y naturaleza;Estaciones
Sol ;A1-A2;Geografía y naturaleza;Fenómenos atmosféricos
Soleado;B1;Vivienda;Vivienda
Solicitar una beca;B1;Educación;Educación
Solidario;B2;Individuo y relaciones personales;Valores y comportamientos personales
Solomillo;B1;Alimentación;Alimentación sana / menús, platos, recetas
Solomillo de ternera;B1;Alimentación;Alimentación sana / menús, platos, recetas
Soltero;A1-A2;Individuo y relaciones personales;Familia
Soltero;B1;Individuo y relaciones personales;Relaciones personales
Sombrero ;A1-A2;Compras y tiendas;Complementos y calzados
Sombrilla;B1;Ocio;Tiempo libre y entretenimiento
Sonido;B1;Artes;Música y danza
Sopa;A1-A2;Alimentación;Utensilios de cocina y de mesa
Sopa ;A1-A2;Alimentación;En el restaurante
Sopera ;B2;Alimentación;Alimentación nutritiva
Soplar;B1;Artes;Música y danza
Soportar ;B1;Individuo y relaciones personales;Sentimientos y estados de ánimo
Sordo;B2;Individuo y relaciones personales;Sensaciones y percepciones
Sorprenderse;B2;Individuo y relaciones personales;Valores y comportamientos personales
Sorprenderse de;B2;Individuo y relaciones personales;Valores y comportamientos personales
Soso;B2;Alimentación;Alimentación nutritiva
Sospechar;B1;Justicia;En el juzgado
Sospechoso;B1;Justicia;En el juzgado
Sospechoso;B2;Justicia;Ley y orden
Sostenible;B2;Medioambiente;Problemas medioambientales
Stop;B1;Viajes, alojamiento y transporte;La conducción
Suave ;B1;Compras y tiendas;Ropa, calzado y complementos
Subida salarial;B1;Trabajo;Trabajo
Subir;B1;Compras y tiendas;De compras
Subir;B1;Economía;Economía
Subir;B2;Economía;Economía y finanzas
Subir el interés;B1;Vivienda;Vivienda
Subir el interés ;B1;Economía;Economía
Subir el precio;B1;Compras y tiendas;De compras
Subir la temperatura;A1-A2;Geografía y naturaleza;Fenómenos atmosféricos
Subtitulado;B2;Artes;Cine y fotografía
Subtítulo;B1;Artes;Cine
Subtítulo;B2;Comunicación;Medios de comunicación
Suceso;B2;Artes;Literatura y teatro
Sucio ;B1;Labores domésticas;Labores domésticas
Sudar;B1;Salud y cuidados personales;El cuerpo humano y la salud
Suegro;B2;Individuo y relaciones personales;Relaciones familiares
Sueldo;A1-A2;Trabajo;Profesiones
Sueldo;B1;Trabajo;Trabajo
Suelo;A1-A2;Vivienda;Salón
Suerte;B2;Ocio;Juegos y pasatiempos
Sujetador ;A1-A2;Compras y tiendas;Ropa
Superficie;B1;Formas y medidas;Formas y medidas
Suplantación de identidad;B2;Justicia;Ley y orden
Suplemento ;A1-A2;Viajes, transportes y alojamiento;En el hotel
Supositorio;B2;Salud y cuidados personales;Salud y enfermedad
Sur;A1-A2;Geografía y naturaleza;Accidentes geográficos
Surrealismo;B1;Artes;Arquitectura, escultura, pintura
Surrealismo;B2;Artes;Artes plásticas
Susceptible;B2;Individuo y relaciones personales;Valores y comportamientos personales
Suscribirse a un periódico ;B2;Comunicación;Medios de comunicación
Suspender;B1;Educación;Educación
Suspender un examen;A1-A2;Educación;Objetos y acciones del aula
Sustentable;B2;Medioambiente;Problemas medioambientales
Sustituto;B1;Trabajo;Trabajo
Sustraer;B2;Justicia;Ley y orden
Tabique;B2;Vivienda;La vivienda
Tabla;B2;Vivienda;La vivienda
Tabla ;B1;Ocio;Deportes de invierno y aventura
Tabla de embutidos;B1;Alimentación;Alimentación sana / menús, platos, recetas
Tabla de planchar;B1;Labores domésticas;Labores domésticas
Tablero;B2;Ocio;Juegos y pasatiempos
Táctica;B2;Ocio;Juegos y pasatiempos
Tacto ;B2;Individuo y relaciones personales;Sensaciones y percepciones
Talla;B2;Compras y tiendas;De compras
Talla ;B1;Compras y tiendas;Ropa, calzado y complementos
Tallar;B2;Artes;Artes plásticas
Talonario de cheques;B2;Economía;Economía y finanzas
Tambor;B1;Artes;Música y danza
Tango;A1-A2;Ocio;Aficiones y espectáculos
Tanto gusto;A1-A2;Relaciones sociales;Saludos
Tapas;B1;Ocio;Tiempo libre y entretenimiento
Tapear;B2;Alimentación;Alimentación nutritiva
Tapete ;B2;Ocio;Juegos y pasatiempos
Taquilla;A1-A2;Viajes, transportes y alojamiento;Medios de transporte
Taquilla;B1;Artes;Cine
Taquilla;B2;Artes;Cine y fotografía
Tardar ;B1;Viajes, alojamiento y transporte;La conducción
Tareas domésticas;B1;Labores domésticas;Labores domésticas
Tarifa;B1;Medios de comunicación;Teléfono
Tarifa de celular;B1;Medios de comunicación;Teléfono
Tarifa plana ;B1;Medios de comunicación;Teléfono
Tarifa plana ;B2;Comunicación;Comunicación personal
Tarima;B2;Vivienda;La vivienda
Tarjeta de crédito;A1-A2;Viajes, transportes y alojamiento;En el hotel
Tarjeta de crédito;B1;Economía;Economía
Tarjeta de embarque;A1-A2;Viajes, transportes y alojamiento;Medios de transporte
Tarjeta de memoria;B1;Geografía y naturaleza;Safari fotográfico
Tarjeta de móvil;B1;Medios de comunicación;Teléfono
Tarjeta extraíble;B2;Artes;Cine y fotografía
Tarrina de mantequilla;A1-A2;Alimentación;Alimentos
Tarro;A1-A2;Alimentación;Utensilios de cocina y de mesa
Tarro de mermelada;A1-A2;Alimentación;Alimentos
Tarta;B1;Alimentación;Alimentación sana / menús, platos, recetas
Tarta de chocolate;A1-A2;Alimentación;En el restaurante
Tarta de manzana;A1-A2;Alimentación;En el restaurante
Tatarabuelo;B2;Individuo y relaciones personales;Relaciones familiares
Tataranieto;B2;Individuo y relaciones personales;Relaciones familiares
Taxi;A1-A2;Viajes, transportes y alojamiento;Medios de transporte
Taxista;A1-A2;Trabajo;Profesiones
Taza;A1-A2;Alimentación;Utensilios de cocina y de mesa
Taza de váter;A1-A2;Vivienda;Cuarto de baño
Té ;A1-A2;Alimentación;En el restaurante
Teatro;A1-A2;Ocio;Aficiones y espectáculos
Techo;A1-A2;Vivienda;Salón
Teclado;A1-A2;Trabajo;En la oficina
Teclado;B1;Medios de comunicación;Internet
Tejido;B1;Compras y tiendas;Ropa, calzado y complementos
Teleadicto;B2;Comunicación;Medios de comunicación
Telebasura;B1;Ocio;Tiempo libre y entretenimiento
Teléfono;A1-A2;Trabajo;En la oficina
Teléfono ;B1;Vivienda;Vivienda
Teléfono celular ;A1-A2;Información y medios de comunicación;Teléfono
Teléfono estropeado ;A1-A2;Información y medios de comunicación;Teléfono
Teléfono fijo;B1;Medios de comunicación;Teléfono
Teléfono fijo ;B2;Comunicación;Comunicación personal
Teléfono móvil ;A1-A2;Información y medios de comunicación;Teléfono
Teléfono móvil ;B2;Comunicación;Comunicación personal
Teléfono público;A1-A2;Información y medios de comunicación;Teléfono
Telegrama ;B2;Comunicación;Comunicación personal
Telenovela;B1;Ocio;Tiempo libre y entretenimiento
Teleobjetivo;B2;Artes;Cine y fotografía
Telescopio;B2;Ciencia y tecnología;Ciencia y tecnología
Televisión;A1-A2;Vivienda;Salón
Televisión digital ;B2;Comunicación;Medios de comunicación
Televisión por cable ;B2;Comunicación;Medios de comunicación
Televisión vía satélite;B2;Comunicación;Medios de comunicación
Televisor ;A1-A2;Vivienda;Salón
Telón;B2;Artes;Literatura y teatro
Tema de actualidad;B2;Comunicación;Medios de comunicación
Temática;B2;Artes;Artes plásticas
Temor;B2;Individuo y relaciones personales;Valores y comportamientos personales
Temperatura;A1-A2;Geografía y naturaleza;Fenómenos atmosféricos
Temperatura;A1-A2;Salud e higiene;En el centro de salud
Temperatura;B1;Alimentación;Alimentación sana / menús, platos, recetas
Templado ;A1-A2;Geografía y naturaleza;Fenómenos atmosféricos
Temporada;B2;Ocio;Deportes
Temporada alta;A1-A2;Viajes, transportes y alojamiento;En el hotel
Temporada baja;A1-A2;Viajes, transportes y alojamiento;En el hotel
Temporada teatral;B2;Artes;Literatura y teatro
Tendencia;B2;Artes;Artes plásticas
Tender la ropa;B1;Labores domésticas;Labores domésticas
Tenedor;A1-A2;Alimentación;Utensilios de cocina y de mesa
Tener buen carácter;B1;Individuo y relaciones personales;Cáracter y personalidad
Tener buen expediente;B2;Educación;Educación
Tener buen humor;A1-A2;Individuo y relaciones personales;Carácter
Tener confianza;B2;Individuo y relaciones personales;Valores y comportamientos personales
Tener empleados a su cargo;B2;Trabajo;Actividad laboral
Tener envidia;B2;Individuo y relaciones personales;Valores y comportamientos personales
Tener hambre;A1-A2;Alimentación;En el restaurante
Tener la sartén por el mango;B2;Educación;Educación
Tener mal carácter;B1;Individuo y relaciones personales;Cáracter y personalidad
Tener mal humor;A1-A2;Individuo y relaciones personales;Carácter
Tener novio;B1;Individuo y relaciones personales;Relaciones personales
Tener sed;A1-A2;Alimentación;En el restaurante
Tener sentido del humor;B1;Individuo y relaciones personales;Cáracter y personalidad
Tener suelto ;B1;Economía;Economía
Tener sueño;A1-A2;Vivienda;Dormitorio
Tener tacto;B2;Individuo y relaciones personales;Sensaciones y percepciones
Tener un examen;A1-A2;Educación;Objetos y acciones del aula
Tener un pelo de tonto;B2;Individuo y relaciones personales;Valores y comportamientos personales
Tener una coartada;B2;Justicia;Ley y orden
Tener una corazonada;B2;Individuo y relaciones personales;Sensaciones y percepciones
Tener una pista;B2;Justicia;Ley y orden
Tener una salud de hierro;B2;Salud y cuidados personales;Salud y enfermedad
Tenis ;A1-A2;Ocio;Deportes
Tenista;A1-A2;Ocio;Deportes
Tensión alta;A1-A2;Salud e higiene;En el centro de salud
Tensión alta;B2;Salud y cuidados personales;Salud y enfermedad
Tensión arterial;B2;Salud y cuidados personales;Salud y enfermedad
